pressureBar,temperatureC,vibration,flowLpm,systemEfficiency,stableFlag,healthStatus
174.89122666666708,54.14256666666666,0.73675,3.019103333333334,27.126400000000004,0,Fault
156.36635333333294,54.19628333333331,0.8063666666666668,6.470573333333342,56.28198333333332,0,Warning
156.4851433333333,54.161533333333324,0.7066000000000002,6.386053333333345,56.71773333333332,0,Warning
167.47357499999998,54.12494999999998,0.7347000000000005,4.2949316666666615,38.755900000000004,0,Fault
167.3055883333337,54.15676666666668,0.7436333333333331,4.265789999999999,38.53358333333333,0,Fault
156.5520649999996,54.272116666666676,0.6820500000000002,6.234048333333332,55.51956666666667,0,Warning
156.80132666666705,54.23395000000001,0.6597666666666664,6.232760000000001,55.59476666666664,0,Warning
156.5980333333328,54.21273333333331,0.6572499999999999,6.219833333333337,55.388000000000005,0,Warning
156.56066166666594,54.186150000000005,0.6567833333333333,6.226231666666667,55.502666666666656,0,Warning
156.3512899999999,54.191833333333335,0.6617499999999998,6.227191666666672,55.55083333333334,0,Warning
156.25045833333323,54.191950000000006,0.6592833333333333,6.262181666666668,56.2613,0,Warning
156.2027816666665,54.17311666666669,0.6605000000000001,6.262190000000003,56.22541666666668,0,Warning
156.23480166666647,54.20706666666668,0.6599666666666665,6.263326666666672,56.257416666666664,0,Warning
156.21741166666646,54.187099999999994,0.6626500000000001,6.257774999999998,56.21623333333335,0,Warning
156.21515666666662,54.179716666666664,0.6543499999999999,6.263588333333329,56.27496666666668,0,Warning
156.20159833333324,54.19619999999999,0.6633666666666668,6.260961666666664,56.288650000000004,0,Warning
156.24249833333275,54.20806666666668,0.6673333333333332,6.263595000000001,56.29225,0,Warning
156.23889333333352,54.21285000000001,0.6635833333333334,6.269341666666666,56.360783333333345,0,Warning
156.2233699999996,54.1926,0.6621333333333331,6.266363333333334,56.288383333333314,0,Warning
156.22022833333267,54.196466666666666,0.6585833333333332,6.266016666666669,56.33681666666664,0,Warning
156.14344333333244,54.184050000000006,0.6602333333333331,6.280448333333334,56.684549999999994,0,Warning
156.13867166666657,54.18160000000001,0.6585166666666671,6.275234999999996,56.66036666666665,0,Warning
156.12345499999998,54.215716666666694,0.6581166666666668,6.276576666666673,56.6899,0,Warning
156.13814666666633,54.21658333333333,0.6549333333333336,6.278344999999998,56.677966666666705,0,Warning
156.16325166666684,54.205266666666674,0.6561166666666666,6.274595000000001,56.61715000000002,0,Warning
156.14724666666604,54.197266666666685,0.6526666666666666,6.276126666666668,56.681733333333334,0,Warning
156.15361166666662,54.23061666666668,0.6607833333333333,6.273711666666668,56.63658333333333,0,Warning
156.18933499999966,54.26781666666668,0.65965,6.278230000000007,56.743416666666675,0,Warning
156.1431933333328,54.24221666666667,0.6581333333333333,6.278116666666664,56.72746666666667,0,Warning
156.1405383333331,54.24479999999999,0.6481999999999998,6.276336666666665,56.696016666666665,0,Warning
156.10530500000007,54.2562,0.6577833333333335,6.263731666666666,56.51879999999999,0,Warning
156.0801383333329,54.27685,0.65895,6.277600000000006,56.743066666666664,0,Warning
156.10274666666666,54.29854999999999,0.6599499999999999,6.279354999999999,56.7459,0,Warning
156.14315166666626,54.30125,0.6632999999999998,6.2727033333333395,56.69334999999998,0,Warning
156.17788833333327,54.30936666666666,0.6626666666666667,6.262866666666665,56.59580000000002,0,Warning
156.15176999999923,54.30425000000001,0.6582666666666664,6.27747333333333,56.809749999999994,0,Warning
174.52467499999946,54.267833333333336,0.7355999999999997,3.0416666666666705,28.191516666666683,0,Fault
156.69969666666688,54.37931666666666,0.7487333333333333,6.322314999999993,56.091533333333345,0,Warning
156.35141666666627,54.392566666666646,0.6626833333333332,6.261666666666671,56.58341666666665,0,Warning
156.33119999999954,54.41535000000002,0.6574999999999996,6.252948333333339,56.475149999999985,0,Warning
156.53164666666626,54.399249999999974,0.6581499999999998,6.30914,56.65808333333335,0,Warning
156.77873666666673,54.425416666666656,0.6618833333333335,6.323076666666674,56.91126666666665,0,Warning
156.62522333333254,54.43626666666665,0.6637666666666667,6.32191,56.856433333333335,0,Warning
156.60880999999927,54.42731666666666,0.6574500000000001,6.323081666666672,56.812050000000006,0,Warning
156.6177350000001,54.43675,0.6561666666666668,6.32406,56.85068333333332,0,Warning
156.54106166666628,54.429199999999994,0.6615333333333334,6.317818333333334,56.6454,0,Warning
156.5375899999997,54.43025,0.6579666666666666,6.323316666666665,56.71733333333331,0,Warning
156.53609333333324,54.45076666666666,0.6573333333333334,6.324766666666666,56.761300000000006,0,Warning
156.5503366666668,54.42568333333333,0.6504666666666667,6.317628333333336,56.636683333333366,0,Warning
156.53497166666668,54.418800000000005,0.6539499999999998,6.34694,57.10966666666664,0,Warning
156.43022833333347,54.42963333333333,0.6591999999999999,6.360999999999999,57.608766666666696,0,Warning
156.41084166666656,54.435066666666664,0.6637500000000001,6.359023333333331,57.604716666666675,0,Warning
156.431336666666,54.416033333333324,0.6520666666666665,6.3531699999999995,57.51649999999998,0,Warning
156.44602333333287,54.42444999999999,0.6595000000000003,6.354040000000001,57.49393333333335,0,Warning
156.4734883333337,54.41753333333332,0.6620500000000001,6.361383333333336,57.627266666666664,0,Warning
156.47453333333283,54.401299999999985,0.6614166666666665,6.361965000000004,57.60453333333332,0,Warning
156.42911999999922,54.42024999999999,0.6638333333333332,6.359044999999999,57.50898333333334,0,Warning
156.47316333333333,54.42564999999999,0.6564333333333336,6.359939999999997,57.46774999999999,0,Warning
156.454281666666,54.423933333333345,0.6546833333333333,6.361310000000003,57.622233333333334,0,Warning
156.52117666666626,54.39718333333331,0.662583333333333,6.360868333333338,57.64625000000001,0,Warning
156.43207000000038,54.38178333333334,0.65925,6.373828333333333,57.967800000000025,0,Warning
156.47305833333286,54.41794999999999,0.6560166666666668,6.372716666666668,57.932800000000015,0,Warning
